35.289,35.393,,,,,,,,,
35.28,35.399,,,,,,,,,
35.252,35.395,,,,,,,,,
35.248,35.409,,,,,,,,,
35.255,35.44,,,,,,,,,
35.286,35.23,,,,,,,,,
35.286,35.228,,,,,,,,,
35.285,35.218,,,,,,,,,
35.283,35.151,,,,,,,,,
35.27,35.09,,,,,,,,,
35.21,35.038,,,,,,,,,
35.09,34.954,,,,,,,,,
34.969,34.923,,,,,,,,,
34.874,35.007,,,,,,,,,
34.709,34.997,,,,,,,,,
34.656,34.918,,,,,,,,,
34.748,34.782,,,,,,,,,
34.815,34.726,,,,,,,,,
34.801,34.821,,,,,,,,,
34.606,35.028,,,,,,,,,
34.523,35.103,,,,,,,,,
34.618,35.167,,,,,,,,,
34.859,35.255,,,,,,,,,
34.921,35.266,,,,,,,,,
35.02,35.316,,,,,,,,,
35.094,35.314,,,,,,,,,
35.154,35.284,,,,,,,,,
35.183,35.384,,,,,,,,,
35.166,35.394,,,,,,,,,
35.149,35.353,,,,,,,,,
35.209,35.433,,,,,,,,,
35.218,35.406,,,,,,,,,
35.184,35.414,,,,,,,,,
35.218,35.42,,,,,,,,,
35.231,35.496,,,,,,,,,
35.244,35.53,,,,,,,,,
35.259,35.523,,,,,,,,,
35.289,35.528,,,,,,,,,
35.341,35.574,,,,,,,,,
35.332,35.628,,,,,,,,,
35.304,35.609,,,,,,,,,
35.371,35.651,,,,,,,,,
35.383,35.684,,,,,,,,,
35.405,35.702,,,,,,,,,
35.399,35.74,,,,,,,,,
35.435,35.779,,,,,,,,,
35.464,35.755,,,,,,,,,
35.523,35.865,,,,,,,,,
35.534,35.871,,,,,,,,,
35.517,35.877,,,,,,,,,
35.599,35.916,,,,,,,,,
35.605,35.935,,,,,,,,,
35.598,35.938,,,,,,,,,
35.636,36.002,,,,,,,,,
35.662,35.942,,,,,,,,,
35.644,36.008,,,,,,,,,
35.698,36.105,,,,,,,,,
35.676,36.076,,,,,,,,,
35.719,36.106,,,,,,,,,
35.762,36.116,,,,,,,,,
35.776,36.118,,,,,,,,,
35.75,36.128,,,,,,,,,
35.788,36.126,,,,,,,,,
35.775,36.15,,,,,,,,,
35.779,36.135,,,,,,,,,
35.826,36.12,,,,,,,,,
35.839,36.16,,,,,,,,,
35.806,36.199,,,,,,,,,
35.847,36.199,,,,,,,,,
35.853,36.27,,,,,,,,,
35.85,36.275,,,,,,,,,
35.849,36.253,,,,,,,,,
35.921,36.324,,,,,,,,,
35.925,36.298,,,,,,,,,
35.889,36.327,,,,,,,,,
35.923,36.354,,,,,,,,,
35.927,36.353,,,,,,,,,
35.965,36.289,,,,,,,,,
35.984,36.304,,,,,,,,,
35.951,36.308,,,,,,,,,
35.932,36.307,,,,,,,,,
35.984,36.326,,,,,,,,,
35.951,36.407,,,,,,,,,
35.988,36.384,,,,,,,,,
35.976,36.369,,,,,,,,,
36.009,36.399,,,,,,,,,
35.992,36.361,,,,,,,,,
36.003,36.38,,,,,,,,,
35.986,36.395,,,,,,,,,
36.012,36.402,,,,,,,,,
36.003,36.408,,,,,,,,,
36.031,36.442,,,,,,,,,
36.025,36.439,,,,,,,,,
36.003,36.445,,,,,,,,,
36.03,36.446,,,,,,,,,
36.02,36.393,,,,,,,,,
36.054,36.488,,,,,,,,,
36.048,36.476,,,,,,,,,
36.032,36.449,,,,,,,,,
36.097,36.426,,,,,,,,,
36.044,36.469,,,,,,,,,
36.037,36.454,,,,,,,,,
36.067,36.432,,,,,,,,,
36.043,36.44,,,,,,,,,
36.024,36.479,,,,,,,,,
36.041,36.439,,,,,,,,,
36.072,36.449,,,,,,,,,
36.074,36.46,,,,,,,,,
36.102,36.474,,,,,,,,,
36.044,36.456,,,,,,,,,
36.059,36.463,,,,,,,,,
36.055,36.435,,,,,,,,,
36.094,36.469,,,,,,,,,
36.058,36.468,,,,,,,,,
36.061,36.505,,,,,,,,,
36.077,36.475,,,,,,,,,
36.058,36.472,,,,,,,,,
36.071,36.495,,,,,,,,,
36.049,36.475,,,,,,,,,
36.031,36.487,,,,,,,,,
36.082,36.464,,,,,,,,,
36.048,36.48,,,,,,,,,
36.06,36.481,,,,,,,,,
36.091,36.468,,,,,,,,,
36.04,36.467,,,,,,,,,
36.1,36.468,,,,,,,,,
36.056,36.489,,,,,,,,,
36.047,36.542,,,,,,,,,
36.055,36.478,,,,,,,,,
36.073,36.492,,,,,,,,,
36.15,36.496,,,,,,,,,
36.062,36.488,,,,,,,,,
36.087,36.544,,,,,,,,,
36.07,36.512,,,,,,,,,
36.061,36.526,,,,,,,,,
36.078,36.485,,,,,,,,,
36.071,36.461,,,,,,,,,
36.073,36.478,,,,,,,,,
36.058,36.517,,,,,,,,,
36.099,36.481,,,,,,,,,
36.038,36.52,,,,,,,,,
36.083,36.532,,,,,,,,,
36.082,36.498,,,,,,,,,
36.093,36.492,,,,,,,,,
36.104,36.464,,,,,,,,,
36.037,36.529,,,,,,,,,
36.075,36.548,,,,,,,,,
36.052,36.504,,,,,,,,,
36.069,36.528,,,,,,,,,
36.086,36.496,,,,,,,,,
36.096,36.521,,,,,,,,,
36.087,36.542,,,,,,,,,
36.133,36.55,,,,,,,,,
36.094,36.546,,,,,,,,,
36.071,36.538,,,,,,,,,
36.102,36.549,,,,,,,,,
36.098,36.6,,,,,,,,,
36.069,36.53,,,,,,,,,
36.115,36.491,,,,,,,,,
36.132,36.507,,,,,,,,,
36.11,36.551,,,,,,,,,
36.064,36.543,,,,,,,,,
36.104,36.536,,,,,,,,,
36.103,36.588,,,,,,,,,
36.074,36.567,,,,,,,,,
36.103,36.55,,,,,,,,,
36.119,36.558,,,,,,,,,
36.133,36.595,,,,,,,,,
36.109,36.59,,,,,,,,,
36.09,36.586,,,,,,,,,
36.134,36.559,,,,,,,,,
36.127,36.575,,,,,,,,,
36.124,36.508,,,,,,,,,
36.13,36.554,,,,,,,,,
36.156,36.539,,,,,,,,,
36.126,36.576,,,,,,,,,
36.155,36.539,,,,,,,,,
36.1,36.498,,,,,,,,,
36.129,36.534,,,,,,,,,
36.151,36.549,,,,,,,,,
36.085,36.516,,,,,,,,,
36.105,36.562,,,,,,,,,
36.081,36.537,,,,,,,,,
36.12,36.545,,,,,,,,,
36.15,36.541,,,,,,,,,
36.095,36.567,,,,,,,,,
36.126,36.567,,,,,,,,,
36.094,36.552,,,,,,,,,
36.12,36.545,,,,,,,,,
36.113,36.55,,,,,,,,,
36.119,36.529,,,,,,,,,
36.126,36.511,,,,,,,,,
36.082,36.521,,,,,,,,,
36.089,36.516,,,,,,,,,
36.062,36.472,,,,,,,,,
36.095,36.489,,,,,,,,,
36.102,36.53,,,,,,,,,
36.053,36.55,,,,,,,,,
36.089,36.546,,,,,,,,,
36.083,36.527,,,,,,,,,
36.062,36.504,,,,,,,,,
36.071,36.51,,,,,,,,,
36.086,36.468,,,,,,,,,
36.05,36.504,,,,,,,,,
36.051,36.523,,,,,,,,,
36.034,36.518,,,,,,,,,
36.059,36.484,,,,,,,,,
36.069,36.491,,,,,,,,,
36.07,36.504,,,,,,,,,
36.072,36.531,,,,,,,,,
36.107,36.538,,,,,,,,,
36.064,36.513,,,,,,,,,
36.098,36.546,,,,,,,,,
36.119,36.493,,,,,,,,,
36.045,36.516,,,,,,,,,
36.017,36.504,,,,,,,,,
36.039,36.502,,,,,,,,,
36.042,36.477,,,,,,,,,
36.064,36.501,,,,,,,,,
36.061,36.48,,,,,,,,,
36.044,36.484,,,,,,,,,
36.076,36.541,,,,,,,,,
36.068,36.547,,,,,,,,,
36.093,36.493,,,,,,,,,
36.086,36.556,,,,,,,,,
36.074,36.497,,,,,,,,,
36.053,36.546,,,,,,,,,
36.067,36.536,,,,,,,,,
36.064,36.489,,,,,,,,,
36.069,36.494,,,,,,,,,
36.096,36.524,,,,,,,,,
36.089,36.56,,,,,,,,,
36.082,36.497,,,,,,,,,
36.105,36.507,,,,,,,,,
36.105,36.541,,,,,,,,,
36.092,36.529,,,,,,,,,
36.095,36.569,,,,,,,,,
36.108,36.508,,,,,,,,,
36.073,36.542,,,,,,,,,
36.101,36.59,,,,,,,,,
36.098,36.564,,,,,,,,,
36.095,36.576,,,,,,,,,
36.098,36.541,,,,,,,,,
36.11,36.561,,,,,,,,,
36.156,36.564,,,,,,,,,
36.136,36.589,,,,,,,,,
36.144,36.583,,,,,,,,,
36.11,36.61,,,,,,,,,
36.146,36.582,,,,,,,,,
36.142,36.64,,,,,,,,,
36.128,36.575,,,,,,,,,
36.155,36.597,,,,,,,,,
36.172,36.58,,,,,,,,,
36.141,36.539,,,,,,,,,
36.102,36.611,,,,,,,,,
36.125,36.592,,,,,,,,,
36.123,36.638,,,,,,,,,
36.114,36.6,,,,,,,,,
36.116,36.631,,,,,,,,,
36.163,36.695,,,,,,,,,
36.159,36.642,,,,,,,,,
36.194,36.672,,,,,,,,,
36.213,36.688,,,,,,,,,
36.193,36.678,,,,,,,,,
36.218,36.65,,,,,,,,,
36.24,36.657,,,,,,,,,
36.196,36.68,,,,,,,,,
36.249,36.713,,,,,,,,,
36.223,36.7,,,,,,,,,
36.223,36.714,,,,,,,,,
36.259,36.753,,,,,,,,,
36.298,36.74,,,,,,,,,
36.253,36.763,,,,,,,,,
36.252,36.738,,,,,,,,,
36.244,36.773,,,,,,,,,
36.278,36.714,,,,,,,,,
36.284,36.754,,,,,,,,,
36.265,36.768,,,,,,,,,
36.232,36.801,,,,,,,,,
36.267,36.74,,,,,,,,,
36.286,36.771,,,,,,,,,
36.319,36.799,,,,,,,,,
36.258,36.774,,,,,,,,,
36.261,36.803,,,,,,,,,
36.349,36.845,,,,,,,,,
36.299,36.827,,,,,,,,,
36.313,36.825,,,,,,,,,
36.328,36.814,,,,,,,,,
36.347,36.837,,,,,,,,,
36.343,36.892,,,,,,,,,
36.337,36.848,,,,,,,,,
36.334,36.876,,,,,,,,,
36.359,36.857,,,,,,,,,
36.387,36.861,,,,,,,,,
36.386,36.902,,,,,,,,,
36.354,36.866,,,,,,,,,
36.339,36.859,,,,,,,,,
36.399,36.943,,,,,,,,,
36.358,36.881,,,,,,,,,
36.405,36.861,,,,,,,,,
36.397,36.934,,,,,,,,,
36.371,36.915,,,,,,,,,
36.429,36.915,,,,,,,,,
36.424,36.925,,,,,,,,,
36.391,36.957,,,,,,,,,
36.426,36.898,,,,,,,,,
36.394,36.916,,,,,,,,,
36.417,36.937,,,,,,,,,
36.416,36.959,,,,,,,,,
36.377,36.945,,,,,,,,,
36.434,36.924,,,,,,,,,
36.444,36.929,,,,,,,,,
36.443,36.969,,,,,,,,,
36.432,36.965,,,,,,,,,
36.398,36.951,,,,,,,,,
36.427,36.923,,,,,,,,,
36.448,36.945,,,,,,,,,
36.433,36.985,,,,,,,,,
36.399,37.011,,,,,,,,,
36.401,36.948,,,,,,,,,
36.482,36.94,,,,,,,,,
36.467,36.958,,,,,,,,,
36.438,36.942,,,,,,,,,
36.428,36.952,,,,,,,,,
36.448,37.001,,,,,,,,,
36.454,36.992,,,,,,,,,
36.449,36.977,,,,,,,,,
36.484,36.974,,,,,,,,,
36.489,36.96,,,,,,,,,
36.467,36.945,,,,,,,,,
36.492,36.967,,,,,,,,,
36.457,36.988,,,,,,,,,
36.422,37.042,,,,,,,,,
36.457,37.063,,,,,,,,,
36.506,37.07,,,,,,,,,
36.511,37.038,,,,,,,,,
36.537,37.065,,,,,,,,,
36.525,37.074,,,,,,,,,
36.568,37.082,,,,,,,,,
36.569,37.106,,,,,,,,,
36.513,37.06,,,,,,,,,
36.572,37.103,,,,,,,,,
36.501,37.105,,,,,,,,,
36.501,37.108,,,,,,,,,
36.565,37.111,,,,,,,,,
36.581,37.083,,,,,,,,,
36.592,37.08,,,,,,,,,
36.552,37.08,,,,,,,,,
36.592,37.142,,,,,,,,,
36.549,37.068,,,,,,,,,
36.556,37.125,,,,,,,,,
36.59,37.111,,,,,,,,,
36.579,37.13,,,,,,,,,
36.587,37.125,,,,,,,,,
36.587,37.101,,,,,,,,,
36.633,37.112,,,,,,,,,
36.601,37.125,,,,,,,,,
